review,label
AWSOME app,
I like this game because its its background and whatever it may be i like this game,
I'm addicted to it cannot stop playing it!!!! Just love it!!!! Good and calming music love the background,
I think its the BEST,
It fun and you can rage a lot,
It is very exciting to play,
It's a quick game,
Love it,
Wow it awsome,
Great game very addictive .,
Love it,
It is a great game,
I love it It is so much fun,
I think that this game is very thought out a carefully designed,
Dat music doe,
Its super,
It's awesome I love it this is one of my favorite games,
It's so awesome my daughter loves it and it's great for my daughter to learn,
I????it,
Cool man,
I loved it and talk to y'all later!??,
Good games,
It's cool,
I think it's fun ??,
Fun.,
A really good game that i cant stop playing i even ingnore mt brother,
Pretty Goooodddd,
???? ???? 2017,
Musical awesomeness,
Me and my sister are pro at this game so that's why I'm download it back,
One of the Worst games ever,
It didn't get tpp anywar but I like the game,
Too many ads. Unplayable...,complaint
You guys made the best music game,
It's awesome because the music is so beautiful,
Very addictive I love it,
Good game,
Happy,
wooww,
It's awsome,
It is super fun and it makes time fly,
It's amazing and awesome ???,
Grate,
I love it,
I love the songs,
Good,
??????????,
Just love ?? it,
Its really cool and it gets faster the further you play as well,
Awesome game. It is a very awesome game. Me and my sister loved it,
OMG AWSOME,
AWESOME!!!!!!!!!!!!!!!,
If I tap a tile some times it will say I missed it but other than that Its great.,
It is a amazing game to play,
Best game,
It's fun and its cool but it gets boring after a while????,
It is amazing?very pleased,
Very fun and entertaining,
It is so addictive and I love it,
The music is so heart touching,
Nice & high quality music and best game,
It is so cool.the first one i got to 2600,
Worst game ever,
I think you did awesome,
I Love Music??????????????????,
Love it,
NUR AINA SYAHIRAH RAZALI,
I love the game it is so cool,
it so so nice,
a time of fun for my kids?? and a Good time killer,
Garbage,
Nice but the quality is not good,
This is my favourite game,
big time killer and saves being grounded its sooooooo fun tho,
Magic tiles is the wonderful games i love it,
Good,
It's okay,
All that could be done is add more gamemodes,request
What,
Thank you,
Its amazing,
Super fun,
Super game??????????????,
I just hated it,complaint
This game you can even play with your own misic,
I love it,
It's a good game,
Ilove piano,
Great game,
I just hate that I have so many apps and I can't download it cuz it's so many gigabytes I hate that so I can't download it but I had it before and it's stupid dumb thing don't download it it takes up too much space but if you are dumb enough to take up so much space on your phone tablet go ahead you losers!!!!!!!!!!!!,complaint
Good,
Nice game,
Addicate,
super,
It's an amazing game and I loved it,
I loved it...,
So many ads,complaint
I love this game so much,
It is the best piano game . But if there will no need of net i will be happy more,request
Wow I love it,
supper app ln play store,
Cool but guess what I hate it you guys suck hahahhahha,complaint
Love it,
Awesome thanks,
like it,
I think it is good becuse it lets you enjoy the music to your heart.,
Hated it,complaint
A17,
It is awesome sause.,
It kepps company and its additive and fun,
Love it,
Its awesome,
I love the games.,
I love it,
I love the game its relay fun to play!,
Its little be faster need fix it,complaint
Love you,
Fun like endless mide so funny like how once you finsh a song u get new one,
J. James,
"Great Time Killer It wastes my extra time in a good way, I love the music but can you plz add every day music to it",request
I thank it is as soooooo cool,
is fun,
I'm addicted to the game??,
I like the game,
Amazing songs and graphics,
It is the best,
The game loads too long,complaint
I love the game,
The best game ever,
I love it,
Interesting,
U suck,
Sorry about that was my one punch. G ghost e th df,
This game is by far the best pain of tiles ever it's way better than piano tiles 5 the only on concern I have is there isn't as much music as I would like there to be,
????,
Hey dude,
I really enjoy this apps..,
Great way to ignore family and a chance to relax and play,
Its a wast of time,
I think bnice game,
Very nice app And very bad,
I love this game like I am in another word of music . This game is legit ??????????,
This game is very very good game and excellent game also l Love this game,
It's emotional... I love emotionals. I totally love the game... Please just take the ads away. Thanks,request
I think this is a fun game and it gets harder and harder as u go.??,
Great music,
Its an awsome game,
Amazing much better than piano tiles 2,comparison
I love this game it's like the best ever it's hard to tap but it's really fun and easy that's the reason I like to play it,
This Aap is fine. This is good time pass...... But...... Chlo Chro.....,
I liked it...,
love it,
Game yg sngat mnarik haty sya untuk bermain,
????????,
Really nice and emotional.,
"Owsome,give it a try",
Good,
I like it,
I love it very much,
?????,
"It's very cool nd its kind of a challenge to see hw fast u aa.The songs aa just great,the background.....superb.I love love love love love it...",
Poo,
I love this game and this is intrusting game,
it makes me addicted,
I got over 5000 :-),
Imádom ajánlom mindenkinek,
Is good,
I think there should a tournament for this game all over the world,
Super entertainment game,
Very nice,
Nice. Gg,
TOO DARN ADDICTIVE,
Good graphics,
I love her,
This game is amazing. It's addictive too! I'll suggest to download it. Even ads are short and good.,
Fantasticly made it love the instrumental music and how focused it gets you I can not live with out this game,
LOL The magical part is how they claim to be a beat game and not ever match up to the rhythm. I think dead and or monotone people work for this game dev company. Notoriously bad game.,complaint
It's cool,
Not bad can you add name search I can't find my friends??????????????????????????,request-complaint
I love this game.....??????,
I thought that this game is very very very good!!!!,
I love this game so much,
Very nice game,
LOVE it,
I just love it!??,
On good.,
Legendary game,
After the new update when I try to play it crashed every time,complaint
I love this game,
I think this game deserves a 4 rating because it's a very fast game and so cool especially with the different types of music,
I love music it's a blast to play on it.,
I was at level 9 then one day I went to play and I was at level 1,
3000000000000000000. C. Lo??,
I ?? it,
Its really addictive,
Tell awesome I love this game I play it all the time,
Pretty cool,
You are the best community,
Loved it,
AMAZING ?? BGE!!!!!!!!!?xoxo,
Very nice game????????,
I love this game ????,
Very good,
Love it,
It cool,
A very bad game. Because it need earphones or you can't play it.,complaint
This game is addicting and I think that i will never delete it bcs it very fun to play I loved it so MUCH and also the music is amazing I play this game mostly to listen to music :),
Superb,
Very bad game,
Very Nice song,
Fk,
its a very good game,
Long story short Rubbish,
Dumb it's a copy of piano tiles 2,
It is great but you should put a pause button to stop playing when you have something important.Like you could say stop then the game will stop and then you can just push a play button to resume. Thank you...,request
Games are very fun to play on you phone when you are bord,
Awesome,
Thanks for making this game,
Musical.ly,
Good,
Oh yeah,
Photo,
I liked it but one problem I had this game on my phone before..the last time I had a line at the bottom to tell the you taped it perfect or great...and this one doesn't show it......the score use to show how many points u have but this one only shows the of times u tap.....one more thing this one one only has 2 slides the other one has three,
Cool,
This game is amazing!!!!!!!!,
Good,
I think it is great because it teaches the importance of music,
To consentration,
Emma,
Is great game,
Poo,
Happy,
Good game vv good,
"It has the best songs, and its wifi free",
I love this game,
"Thank you ,and please do more for the app",request
It's okay type of game,
Awesome game Best for break time gamings A game should be like this only I love it very much,
Something app Good,
I just love it,
It's a nice game,
No words to describe your game really beautiful game I ever played in my life fall in love with this game ????????,
I think i am in love with this game,
Best game ever,
Too many ads,complaint
Coolly Cool,
Fast. Oh my got,
Superb game for kids download this game for your kids thanks for creating nice game,
It helps me play a piano??????????????????,
I hated this game it has so many adds need money to remove adds,complaint
Boring and cheep,
It was awesome sometimes,
It cool,
Love ity,
I love the game i go verses people,
It's awesome,
That is very nice and soft game,
I think it's Sooper cool because you can tap tils,
"An amazing game, the ads are not even thst bad....Unless your a person that expects an ad every 30 minute....Very addicting. Btw you do not need headphones to play the game.",
It's so,
Waste of time,
It so cool,
????,
Love it,
This game is really cool kinda challenging but I like it,
I know you can see if there are you,
"Brilliant music, gameplay and graphics. Always on it and is pritty good at it!",
Love it. I have so much fun playing great songs! It would be better if u got rewards tho. Not just diamonds.,request
Nice app,
Nice I got 2990 score in this app thanxs,
congratulations... you've made this good app stop working after this new update,complaint
Does anyone know what's the name of the song that plays when you start the game ?,
It need earphones I hate it I cant play without earphones Help me please,request-complaint
Good,
G.G,
Good,
Nice,
Nice but just some ringtone i need many ringtones and here is many ad????,request-complaint
Awesome,
It's a good game played with my big brothers they were in class 12 and the second one was graduated and 12 one also plays basketball his height you cannot imagine like great kahli,
Amazing,
Nice,
I love this game is awesome and I prefer music TIME TO GROW,
Talking about this weekend to do ???????????,
Impressive,
love it,
THIS GAME IS AWESOME,
It is a wonderful time Pastor it has a very good choice of piano music other varieties of songs,
The song give me a life :'),
I loved it......,
It is good game,
Good game,
Mind blowing,
Cool,
Loved it,
Love it definitely my favorite,
Awesome,
Love it. Its awesome,
verry verry good game,
Just love it .It help to improve alertness and love the music,
Grate I love it,
I loved it but the only thing is that there are to much ads but you need to pay to remove the ads.Sow I didn't give it 5 stars because of that but this game is really nice. Thank you for making it.,complaint
Great n cool sing choice,
Great music,
The songs are nice and relaxing but its hard to tell if you actually hit the note,
I love this game its amazing ??,
Very nice and cool,
I love it so much.......except the the ads...but I swear I'm addicting to it..,complaint
It's a great time pass,
Epic game,
The game is wonderful,
Super game to relax your mind...awesome!!,
I just love it i enjoy it so thanks for this game,
It's cool,
Love it,
Its a game,
Kian,
Love it!!!! I love this game I can go to the fastest!!!!!I am so good,
Fun way to pay the time,
Jthis game is amazing.,
This game is tricky,
This game is great,
Make white tile 8,
i love it,
Amazing game,
Add after add after add after add... So is it a app to watch adds for other apps or a game I can't tell.,complaint
Meh. I love it oml lol,
Great game,
I love this game it's Soo fun,
I luv this game cuz its fun when u have nothin to do,
Never had loved playing a game with music and rythom,
This game is amazing hope you make more games just like ti,request
Great game,
Music,
"I loved kit, great time killer and fun to play when you got time.",
I love it. It really tests your skills on texting and patience.,
I think that the game is lame this game could use some better music and harder stages I personally hate this game I think it is a waste of time you could rather download taking tom which includes more games and no need for data ti play the game so rather download another game,complaint
So good,
it gucci,
It was a very good game,
I love this game,
I wish there is a option of no star. Damn app. Requires headphone! !! Really! ! I tried to connect it with earphone but it couldn't connect. .above all I can't run with out headphone. Damn it.....,complaint-request
Good,
Of good,
It's ok,
"Its amazing , very adictive and its super relaxing !",
It is so cool app,
I love it,
Nice game,
Very good game nice,
THIS GAME IS A WASTAGE OF TIME. PLS DON'T INSTALL IT AND DON'T PLAY IT,complaint
Amazing amazing game & I love music,
Soooooooooooooooooooooo cool??????,
This game is awesome,
It's a best game I ever played,
H,
Your game sucks dick,
Very addictive and challenging love this game!,
Nice game,
Awesome I recommend it 100%!,
!!! IT'S AWESOME !!!,
Who ever has invented the game....I am so thankful to the person,
Good,
It's my favourite game,
the piano game board is very sensitive and it doesn't always have accesses to the X button the first thing that popped up on my screen was add after add after add piano tiles1 and 2 don't need to access photos so why does 3,complaint
This world best musical game l loved this game please download this game thank you,
I think it is very cool but you must make the long one more points,
Try it,
This is amazing???? you should play this??,
Pwlichu,
It is a nice I like it very much in the piano I have play with despacito,
Amazing. But theres too many ads,complaint
I like this game,
Wonderful game,
awesoommee??????????????,
Nice game,
great game think everyone should try it.,
"I believe this app can help people who suffer from depression. Can someone PLEASE get a hold of me?! I didn't want to write this on here but it's too important. I've tried to get info and help through your ""tell us what to do"" section. I've sent so many messages and haven't heard anything. Thank you for your time.",request
I love it so much.,
Very addictive,
Its good,
it was why to hard to remember where all of the stuttering was,
?? ??,
"I looooooove the songs there calm and easy,I just fall in love with the songs. 10/10 way better than piano tiles 2",
Luv this game,
I love music and this game completed my life. The controls are fast and difficult witch is ok. The graphics are really nice. And the gameplay its self is the best.love this game?????,
Alsome I wanted to rate this game enny way and I've been waiting along time for this game love it,
It's cool,
Awsome,
Loved it,
Super games 9,
I like the music,
Yes it's your good game because the graphics and the typing cuz only actually is good and that's all I have,
Good,
Idk,
"Love it it is the bwst,ever super fun",
Amazing,
Really fun when I am bored I play this game and not bored,
It is dum,
Ilov e,
Kk. I love this game,
This game is soo good and you dont have to pay FOR nun,
It's amazing,
Horrible,
I LOVE IT,
Great music,
I loved it so much and I am 11 years old again I love the game usually I don't do reviews like this but I want to.,
This game is fun,
Good,
This game is amazing,
So cool,
I like when I play this game,
Addicting,
This game gave my dead grandma a heart attack and she died i will sue,
AMAZING I LOVE IT!!!!!!!!!!,
It is an awesome game,
I have piano tiles 2 and my sis and me vs each other! Can you add faded Alan Walker and Ed Sheeran shape of you!!!!??????,request
Love this app so much,
AWESOME,
AWESOME,
Dis good,
Claming,
What i just said is a joke I love the game,
Hi,
This game is amazing it's just when it gets fast it goes laggy,complaint
Hi,
Great,
Wanted nude,
very good games,
NICE GAME of the season,
Thank you for the game it's so fun??????????????????,
It's best.,
I LOVE THIS,
Valamogularus,
Easy and sweet musical,
Nice one,
Its so amazing,
ok,
I ?? the ?? I just ?? everything about it ??????????????????,
Thooo,
Not that much nice game,
:3 awsome,
it is awasome game,
Nice,
Its lovely ????,
nice game,
I really like this game. Because it's very challgeing for me and it's a lost of fun,
Ita Awesome,
I love it,
Ok,
I live this game everyone of my and families devices has this app it's amazing,
Excellent,
Amazing,
I love I never know that I can play piano so fast,
Awesome music,
AngeL,
It's very cool and hard but that is the good part of the game.,
Its very nice game and i advice to download this game to everyone,
Thanks for the best Game,
For time pass. ITS nice game.,
Its a good game,
I liked it and did not but it is fun to play?????,
Best game ever. I have got 3 crown in every single song,
It soothes me and is intimadating but relaxing.,
It is nothi nothing like a real piano but it has cool and smooth songs so if you like piano and smooth and classical rythem I recommend it!,comparison
Wow this is fun,
I have loved piano ever seance i was little,
I love at,
Love it so much love,
The best!!!!!,
It's nice for challenging the whole world....,
This is fun and easy to do.i thinknthat the people that need help in typing should do this.i enjoyednit a lot.,
This is really fun and cool to play you should play it and I'm only 8 years old and it's awesome so people who don't like this you should give it a thumbs up get this game cuz it is good,
Nice sounds,
i love the songs it is fun try it,
I love this game,
H hi ????(TT):-??????????????????????????,
I love this game????,
I am the pro,
I like this game,
Love it,
It's a really good game I suggest getting this game!,
Great,
Greatest game ever my favorite so far,
Hate it,complaint
I found my phone,
Its fun,
Amazing,
I like it but sometimes i press one and it said i didnt,complaint
i love it bicth,
it was fun,
Its great but it really never helped me play the piano BUT...Its a really good game but it never helps u actually play the piano,complaint
So cool ????????????,
This app is awesome.!! #,
Love the idea,
Satisfying,
Me likey,
I think this is AMAZING how you made it the game is soooooooooo cool I think playing this will Help me EXERCISE my fingers,
Love it,
Love it,
Nice,
Fun vjkb,
It kept me entertained during the hurricane,
Fun,
????????????,
Nice game,
sometime it stop. nice game,
Will give it 5stars but it is slow,complaint
"I think so,Good",
Huff said,
Awesome game,
Nice,
Good game install it to enjoy,
"Very very sweet, intresting and addictive game. Songs are amazing and very relaxfull.Really love it. ??",
This beautiful game in world,
Awesome!,
Very good game,
Good ??,
You can play music.,
Kewl game,
????????,
Piyano,
????????,
i think it is fun it helps your fingers focus,
It is the best game ever,
It's dirty game,
It's amazing,
Awesome,
Love it,
Its easy,
Good,
Nice game in the works I like that that game very much ????,
It is very awesome game &so good,
It's a relaxing game,
?? ?? ?? ?? ?? ?? ?? ?? thanku,
Shamekadavis????,
A relaxing game,
It's really a good game,
I think games cool cause it waist ur time,
Faltu hai,
It is awesome game we can play online also it is tooooooooooooooooooo awesome Plzzzzzzzzzzz download it,
It is a timepassing game .,
Polichu,
It is very good,
Luamayan,
This game is wonderful,
Best game ever played,
This game is a great time killer I do it when I'm bored,
Game is good but adds are very long and are Many,complaint
Nice game,
Amazing game,
I think it has to improve play in by are own is good ??????????????,
Love it,
I think it is a good game,
Love it,
Very good games,
Nice game.,
l like it. it is very good game,
Newer ever stop playing this game it's awesome game I don't have words to describe this game I am just saying that it is an amazing game,
Fun and easy... Keeps my mind busy a d keeps me present,
Nice game but so many adds,complaint
Love it,
A musical game that helps you learn how to play the piano and more,
Love this app. Team why don't you try romantic hindi songs like 'ek ladki ko dekha to esa laga',request
Cant stop playing,
This is my favourite,
Love it,
Ok,
It's cool,
Very well,
I liked it,
its good i love this app. but it has too many add,complaint
It is entertaining,
Love it,
I like this ??!!!!!,
Color is amazing,
To easy But fun,
Good game,
Great,
Great game,
i Vs my friends to play with Nötr biru joubio and Me,
It was kind of good except that's when it has a long when you have to keep it there and you have to get extra points and it makes people really angry when they don't get it right so that's why,
Love it it is fun and not to adictiv,
Navaeh renfroe,
It awesome,
Just PHENOMENAL,
my balls don't feel well when I play this game like right now my balls are bleading right now,complaint
Iit was cool,
Keeps mind relaxed,
??I like it ulot,
Its cool,
Very relaxing,
It is the best,
Unplayable because of the ads,complaint
It's just so awesome I love it,
Hated it,complaint
Amazing,
OMG sooooo awesome,
Nice,
So good,
bad game ever,
Cool. Awesome,
They're good but not great I mean there is no real music they should make it better by putting famous songs like Doctor Zhivago theme song or something else but it is ok ??,request
It's really fun!!!,
So pretty and entertaining!?,
pretty cool,
LOVE IT!!!!!!!!!!,
Great,
I like this game in love @,
Nice game,
Fun,
Nice game :-),
It is fun cool love the songs but can you make despasito please,request
What a amazing game! This is my favourite game in my life what Song of love and inspiration,
It's music is very consist rating my favorite is inspiration and romance and I'm only nine my profile pic is my mom,
Good game,
Good,
Stupid songs,complaint
Not conform,
Is an ice game and is also easy and hard all song is there,
The music is great!,
I like it it's a good game,
It is the best,
Nice. Asif khan,
Goooood game too much ????????,
Please make more games,request
This is an amazing game sick fun and addicting,
Cool Cool,
It is awesome,
Lagged to much,complaint
"I am telling you the TRUTH. Do NOT download this app you are gonna wait so long. It took 48 HOURS which is 2 days. I REPEAT, DO NOT DOWNLOAD IT",complaint
There's alot of ads but that it's a fun game challenging game and that's ok because that makes it a fun game I love it and do recommend,
??nice game,
Good game,
Mmm,
Super,
I like the levels,
Lovely tones in this games,
I LOVE IT SO MUCH??,
beautiful...,
Nice game but should have some other languages of songs.,request
Fun,
Brody,
Good game! It controls my anger from an Angry man to Happy Loving n Caring Person,
It is best game,
Really great game just not really challenging,
It is good I play the piano so it is easy for me,
oo gooodd,
It's ok I guess but needs work,
Lol,
"DO NOT INSTALL THIS GAME, IT IS A FAKE , YOU DON'T ACTUALLY PLAY THE SONG, THE SONG IS ALREADY PLAYING AND ALL YOU DOING IS TAPPING",complaint
It's a great game,
"It,s good good ??????????????????????????????",
Its so bad! The songs is playing even when I'm not pressing anything!,complaint
Ery much You,
Very cool and fun. Just the ads a little bit annoy.,complaint
Very Addictive Game,
It is good I love it I like the music,
I love the game ???,
It is not as good as the first and second one,
Too many ads and it stops when playing,complaint
Love it,
Good for piano lovers and the people who practice piano for piano recitals.but the most good for people who are not related with piano.Most Thanks for the people who made it.awesome app too!!!!,
Its a good game bruh,
Lovely music,
It was really very relaxing,
I hope magic tiles well be great,
Its awesome.... I love it,
I like it,
Makes me feel better,
Where is the profile option?,
amazing,
Thanks,
Acha,
If it was slightly slower then full merks from me.,
Best game ever,
It was really a good game but when moving fast i heat this game very much????????,
Nice,
It is ok,
Good game,
It's a fun game,
Super ????????,
Rubbish and even more rubbish,
I love it,
Fantastic,
I think this is a really grate game and theirs always a little challenge for everyone and most of all it is very fun.,
Lol,
Love it,
very good,
Nice,
It's lit,
I love this game,
Hiiiii,
I love you so much,
I like it can you make a one hundred,request
Loved it,
Great,
Love it,
It a some,
Nice,
I love this game,
Fun??,
.........................fun. .... .,
It is fun,
Ugly and wore thing I played,
UHHH!!!,
Awesome,
Good,
I love it,
???? ???? ?????? ?? ?? ?? ??? ????.,
I love the game it keeps you thumbs alive,
Ma ke chot,
One thing amazing,
I l ove piano and it's fast and it makes my fingers hurt so I can get out of doing choressound of it and because my it goes fast and I get a lot of points,
Good,
It is a great time passer,
I love the app so fun ??,
It's been a really good game,
Beautiful games,
I love it,
I LOVE YOUR GUYS APP SO MUCH??????????????TAG ME BACK,
It's awesome,
I live this game!!!!!!!,
My favorite game ever,
I think its good because if you want a little piece of music you can just tap on this app,
Pop,
Okay,
"Addictive games,its useful and enjoyable app..",
I think it was the best thing ever,
Hate it because you can't play without headphones.,complaint
I think win u play it it goes fast and it's challenging and that's how I like it,
I lllllllloooooovvvveeee iiiiittttt??,
This is the best version of piano tiles. I love it,
I loved it ????????????????????,
Its owsm,
This game is to nice,
Great,
Its the best music game,
This game is AWSOME,
U did a very good game??????????,
This is well app,
kako popraviti,
Best time pass game,
Good and a fascinating game,
"I love this game, it's fun challenging and competitive you gotta thumbs up to install from me if your patient enough to wait for the damn thing to load. For some reason it's really *slow and keeps crashing* whenever I join an online game it crashes or if I try to click on a new song I unlocked the game glitches out and the options dissapears so all I can see is the background and hear the music. Fix it! Or it's another ruined game that people hate because the person who updated it is an idiot",complaint
Awsome,
Nice,
I like this wow,
Beautiful,
Nice songs love it,
I think it's so fuckjn dick,
"It's fun game, i like it",
Cool I liked it,
It is very addicting and fun! The music makes me calm when I play and it is a time killer,
Good,
Nice,
I love this bye,
I love it,
My kids like it,
I really love the fast music and the battle mode,
I love this game its the best game ever,
I luuuuuuv it ??I'm so happy I can cry????,
Nice,
Awesome,
I like it but this is really glichy I NEED A NEW PHONE,complaint
Amazing,
Bad,
Badedt game,
It's great,
Awesome game,
This app is a awesome and on one of the levels I got over 1000 tiles....????!!!!! This is awesome app... So Much Awesome Fun!!,
It is a awesome game,
Mind relaxing as well as my motivator... I just feel relaxed... When the speed increases... Thank you...,
Cool game!!!,
I like it,
LOL,
It is amazing to play and keeps me going,
This is stupid,complaint
I love this game because when you are sad or even mad the music just put a smile on your face that's what I think about this game,
Very good game ????,
AMAZING Lol,
It's not the same as piano tiles 2,
"I think this app is very addicting and cool .At first it is hard to get the hang of it, but you get used to it and it's really fun !!!",
Their music is really good and their controls are awesome and I just love it.,
It's okay ig,
I think this game is great,
Ufaaaa,
Boonk gang,
"It's awesome. I loved that choice of music, it makes my hum along. The music gets stuck in my head when I'm finished playing.",
I rhink that this game is very fub,
goooood,
I think it is a fun game,
This is one of my most favorite games it's a good game.,
I love this game is Amazing I shook my self every time I am playing with it cause when you get to the end I get harder and harder y i love it.... Y'all sould try it is Amazing!!! ILY,
It is very fun i could spend hours on this app,
I love how the music comes to together thy can not express my gratitude,
I think this is a awesome game:),
AMAZING!,
Love the music,
nice,
IT IS AWESOME . LOVE THE MUSIC AND GIVES FINGERS EXERCISE,
Great songs but the game play doesn't match..its off beat with all songs,complaint
The best. The best game ever,
Love it,
I was not able to open it when I downloaded the app??????,complaint
Senag T_T,
"I'm taken, I have a girlfriend",
This is amazing u don't get in trouble if u have something interesting to do like this game,
Awsome,
Super addicting,
Way to many ads bit addicted and plz fix the ads,complaint-request
I love this game ????????????,
Very addicting! It is an amazing game and i really love it and I am really addicted.,
This game gives me maximum stress relief. I play everyday,
nice music,
I love this game.,
Awesome,
Awesome,
To many ads,complaint
It has too many ads,complaint
Is really addictive i liked it,
I love this game because it's a little challenging but I like that and I really like the graphics too.,
I love this game it rules,
Is there any recording option in this game if yes then tell me where it is If not then plzz update Otherwise the game is awesome and with the help of earphone its lovable,
Amazing game loved it but it was so cool and awesome I really loved it,
Azz,
It's ok ??????,
"Will i think that this pretty game is soooooooo, super fun to play",
It is a good game,
stupid game,complaint
Very nice,
Soooooo fun,
The fast ir is,
I love it so much and I hope you can find someone else who likes it,
It is just fun,
Well should add more songs,request
I put it on the spot,
i like the song romantic 3 .,
I think this game is fun,
I Love it,
Nice game,
Hate it,complaint
Hate it,complaint
The music is just flat out BEAUTIFUL and it's hard to stop once you started. This song makes me wish I knew how to play the piano,
I love it lol,
This is one of the best games ever,
To many Ads but far as that I think that it's a good game,complaint
Its ok and its asome game and i love it,
Love the music is more relaxing than the one on piano tiles 2 sometimes I fall asleep playing this game keep up the good work Samsung j3 (2016) works excellent,comparison
I like it maybe add some spanish,request
It's vary hard and fun,
Kind of good Fix the Bugs,complaint
Ehhh,
It would not let me in the game and I tried it so many times and still could not play,complaint
Very good game,
It's beautiful I loved it,
Ok,
I like it but sometimes when u know that didnt touch a white get mad and that's why,complaint
"Time killer, better music than the second, better graphics, AND I love the multiplayer. Automatic 5 star game.????????",
Its cool,
"It's a bit challenging but, i love it!",
It's really awesome,
I'm addictive,
I think it is very good because it is like a excersises For your thumbs and it is really fun to play,
Instead of just playing with the piano I can play new and exciting songs ????????????????????my favorite emoji is the poop emoji,
?? app,
ITS AWESOME PEOPLE PLAY IT.,
Loved it,
I Love The Game :D,
Je,
It is awsome,
I really enjoy it... Nd I feel the music,
"Highly addictive,easy to play and very good for learning rhythm",
I ?? it,
"I thick this game is so fun and hard at the same time! It's a great game to play and it will get a little bit more harder as you play a certain song, and the more you play the game, the better you will be at it. I love the songs you get to play and they are relaxing until you get to the fast part of the song then it gets a little bit more harder. But I would really recommend this game to anyone who wants to download and play this game with their family and friends who want to play the game. So if you want to download the this game you picked out the best game in the world.",
I love this app really good. Thank you to this app,
That's good,
I loved it,
It's really magical and I love it.,
Hi,
Pam,
It is a amazingly developed game,
Its awsome. I love it its awsome,
I loved it .But I think they should have faster music otherwise it's 10 out of 10,request
The best game ever,
This game is awesome!! I love almost all the songs on it!!!,
I love it,
When you tap the notes to quickly the song doesn't play faster,
I love it,
home.,
It a good game to keep you occopied,
Its cool,
Good good good good????????,
I LOVE THIS GAME GREAT CONTROLS GRAPHICS AND PRETTY SONGS,
It's really really bad.??????????????????????????????????????????????,
Fuckyou,
I like it,
nice game,
It's so addicting! I love it so much and I definitely suggest it!!!,
I luv it,
???? ???? ???? ?? ?? ?????? ?? ???????? ????????,
I play is at home to beat my scor,
Its perfect,
I love,
I love it,
Such a good game!,
Billy,
It's really fun I love it,
It's pretty cool,
Many Many ads&many data usagi heated,complaint
I love the game but the company should add some Christmas songs from the radio 97.5! (THIS WAS POSTED 11-25-17),request
DJ,
It is like a exercise for thumbs,
????I like it was good,
I really think that it is sensitive,
It's is SUPER DUPER cool!!!!!!!!!! N,
I liked it,
No,
This game is hard but I like the game because I challenged my self,
Very nice. Game,
Ita cool,
I think it's amazing make more????????,
Download piano ok Please please please,
One of the best,
Ok,
Its so coooool,
She game,
It's a pleasure although I wish we could add people and chat :( I meet so many cool players out there,request
Amazing,
This game is Ocam it tack up our speed.,
Love it????????,
?????,
Good app,
Just love it,
Good,
I think that magic tiles are like ok i ges but too meny adds,complaint
GOOD,
Grant best game,
This game is the best i never stop playing this game I've been playing this game yesterday and my best high score was 4092 and my favourite song was someone is leaving?????? she i went to the beach i used my speaker and the noise was so beautiful and also it says to use headphone when i tried it it was so relaxing i love this app thx who ever made this,
Awesome,
This game is very itersting,
This. Game. Is lovely ?? ?? ?? i,
Love it...!!,
Great music .....,
Worst,
I love this game release all the tension from mind...,
Best,
This game so perfect and I mad it to three crowns on the first play !!! : ),
I love the app.,
???????????????????????? ??????????,
Interesting,
Its aaaamazz-ing,
I love it so much as many years of my life of my friend who is a good luck for her to be the same time for the same as many people of a life of the friend ?? is not good luck for her,
"A lot of ads, would you fix it please?",complaint-request
I like the music.,
Amazing game,
Its just awesome,
It was horrible,
I think its awesome,
Hi,
Its a good game I think you should make more,
Amazing game,
Happy,
??? it,
I love it,
"Because of this, I can improve my concentration.",
Super duper ??????????????????,
"Very addictive, I play a gainst my kids we enjoy trying to get the highest score",
Amazing!,
Awesome,
I basically a think its perfect! My one problem is it crashes to much.,complaint
It's really fun and it's easy to Control,
Hi. Hi,
???????????????? ????????????????,
?? im mead,
Its amazing and so fun i love it,
This is incredible and when we playing this game our mind was relaxing at that time and the background graphics are very very good,
1 hour for me to download this but good game,
Wack,
Best,
I love it I am glad I got a phone love it,
Good game,
It is a good game,
Very calming if you just want to relax download this game unless you get frustrated easily,
Happy,
"Fantastic, the music is really relaxing... I love the ""someone is leaving"" really beautiful?",
You NEED to build a pause tap But it a AWESOME ?? game,request
Hi it's pretty good like it,
no,
Is cool,
I love the music,
It a good game,
Amazing!!!!,
The color and the background was amazing ??,
Cool,
Amazing ?????????????? Amazing That is so amazing I can't even write a review a90000000000like it,
It's so cool,
Lily,
I think the game is so good and interesting songs to play thank you very much for this lovely game,
I can't say nothing its to good,
It had a Ton of pop ups and I'm like no thanks,complaint
I love it this is the best game ever,
This game is awesome like the music sounds so Beautiful like I can't even explain how much I love this game,
Good game for relaxing and easy,
i think its good but im trying to install it but its tellin me that this that,
Good game not that many ads:),
I think it's a really good game because it is funnnnnnnnnnnnn,
I love this game,
"Am in love , like I don't like it I love it it is amazing it is awesome??????????????????????",
I love this game ??,
Love it,
I don't like it...I LOVE IT it's a good time killer it is really I'm adicked,
You copy of the way to see if you can be in a bit of a good,
Great just great,
It is Amazing if you like to tap alot this is your game,
IT IS OK,
This is amazing u should really download it????,
Its a good game,
It's fun but the songs are boring,
It's the worst ????,
